seq,sub_seq,conference,year,Long / Short /Stud,author,title & author,section,src,# of sentence,,
569,,,,,"Ziyu Yao, Xiujun Li, Jianfeng Gao, Brian Sadler, Huan Sun",Interactive Semantic Parsing for If-Then Recipes via Hierarchical Reinforcement Learning,abstract,https://arxiv.org/abs/1808.06740v2,,,
570,,,,,"Sainbayar Sukhbaatar, Emily Denton, Arthur Szlam, Rob Fergus",Learning Goal Embeddings via Self-Play for Hierarchical Reinforcement Learning,abstract,https://arxiv.org/abs/1811.09083v1,,,
571,,,,,"Arushi Jain, Khimya Khetarpal, Doina Precup",Safe Option-Critic: Learning Safety in the Option-Critic Architecture,abstract,https://arxiv.org/abs/1807.08060v1,,,
572,,,,,"Erik J Peterson, Necati Alp Müyesser, Timothy Verstynen, Kyle Dunovan",Keep it stupid simple,abstract,https://arxiv.org/abs/1809.03406v1,,,
573,,,,,"Alexander Sasha Vezhnevets, Simon Osindero, Tom Schaul, Nicolas Heess, Max Jaderberg, David Silver, Koray Kavukcuoglu",FeUdal Networks for Hierarchical Reinforcement Learning,abstract,https://arxiv.org/abs/1703.01161v2,,,
574,,,,,"Sungryull Sohn, Junhyuk Oh, Honglak Lee",Hierarchical Reinforcement Learning for Zero-shot Generalization with Subtask Dependencies,abstract,https://arxiv.org/abs/1807.07665v4,,,
575,,,,,"Shayegan Omidshafiei, Dong-Ki Kim, Jason Pazis, Jonathan P. How",Crossmodal Attentive Skill Learner,abstract,https://arxiv.org/abs/1711.10314v3,,,
576,,,,,"Domingo Esteban, Leonel Rozo, Darwin G. Caldwell",Hierarchical Reinforcement Learning for Concurrent Discovery of Compound and Composable Policies,abstract,https://arxiv.org/abs/1905.09668v2,,,
577,,,,,"Bohan Wu, Jayesh K. Gupta, Mykel J. Kochenderfer",Model Primitive Hierarchical Lifelong Reinforcement Learning,abstract,https://arxiv.org/abs/1903.01567v1,,,
578,,,,,"Takayuki Osa, Voot Tangkaratt, Masashi Sugiyama",Hierarchical Reinforcement Learning via Advantage-Weighted Information Maximization,abstract,https://arxiv.org/abs/1901.01365v2,,,
579,,,,,Thomas G. Dietterich,Hierarchical Reinforcement Learning with the MAXQ Value Function Decomposition,abstract,https://arxiv.org/abs/cs/9905014v1,,,
580,,,,,"Arun Nair, Praveen Srinivasan, Sam Blackwell, Cagdas Alcicek, Rory Fearon, Alessandro De Maria, Vedavyas Panneershelvam, Mustafa Suleyman, Charles Beattie, Stig Petersen, Shane Legg, Volodymyr Mnih, Koray Kavukcuoglu, David Silver",Massively Parallel Methods for Deep Reinforcement Learning,abstract,https://arxiv.org/abs/1507.04296,,,
581,,,,,"Karthik Narasimhan, Tejas Kulkarni, Regina Barzilay",Language Understanding for Text-based Games Using Deep Reinforcement Learning,abstract,https://arxiv.org/abs/1506.08941,,,
582,,,,,"Matthew Hausknecht, Peter Stone",Deep Recurrent Q-Learning for Partially Observable MDPs,abstract,https://arxiv.org/abs/1507.06527,,,
583,,,,,Matthew Lai,Giraffe: Using Deep Reinforcement Learning to Play Chess,abstract,https://arxiv.org/abs/1509.01549,,,
584,,,,,"Hado van Hasselt, Arthur Guez, David Silver",Deep reinforcement learning with double q-learning,abstract,https://arxiv.org/abs/1509.06461,,,
585,,,,,"Fangyi Zhang, Jürgen Leitner, Michael Milford, Ben Upcroft, Peter Corke",Towards Vision-Based Deep Reinforcement Learning for Robotic Motion Control,abstract,https://arxiv.org/abs/1511.03791,,,
586,,,,,"Tom Schaul, John Quan, Ioannis Antonoglou, David Silver",Prioritized Experience Replay,abstract,https://arxiv.org/abs/1511.05952,,,
587,,,,,"Ziyu Wang, Tom Schaul, Matteo Hessel, Hado van Hasselt, Marc Lanctot, Nando de Freitas",Dueling Network Architectures for Deep Reinforcement Learning,abstract,https://arxiv.org/abs/1511.06581,,,
588,,,,,"Vincent François-Lavet, Raphael Fonteneau, Damien Ernst",How to Discount Deep Reinforcement Learning: Towards New Dynamic Strategies,abstract,https://arxiv.org/abs/1512.02011,,,
589,,,,,"Ivan Sorokin, Alexey Seleznev, Mikhail Pavlov, Aleksandr Fedorov, Anastasiia Ignateva",Deep Attention Recurrent Q-Network,abstract,https://arxiv.org/abs/1512.01693,,,
590,,,,,"Andrei A. Rusu, Sergio Gomez Colmenarejo, Caglar Gulcehre, Guillaume Desjardins, James Kirkpatrick, Razvan Pascanu, Volodymyr Mnih, Koray Kavukcuoglu, Raia Hadsell",Policy Distillation,abstract,https://arxiv.org/abs/1511.06295,,,
591,,,,,"Tom Zahavy, Nir Ben Zrihem, Shie Mannor",Graying the black box: Understanding DQNs,abstract,https://arxiv.org/abs/1602.02658,,,
592,,,,,"Johannes Heinrich, David Silver",Deep Reinforcement Learning from Self-Play in Imperfect-Information Games,abstract,https://arxiv.org/abs/1603.01121,,,
593,,,,,"John Schulman, Sergey Levine, Philipp Moritz, Michael I. Jordan, Pieter Abbeel",Trust Region Policy Optimization,abstract,https://arxiv.org/abs/1502.05477,,,
594,,,,,"Tianhao Zhang, Gregory Kahn, Sergey Levine, Pieter Abbeel",Learning Deep Control Policies for Autonomous Aerial Vehicles with MPC-Guided Policy Search,abstract,https://arxiv.org/abs/1509.06791,,,
595,,,,,"John Schulman, Philipp Moritz, Sergey Levine, Michael Jordan, Pieter Abbeel",High-Dimensional Continuous Control Using Generalized Advantage Estimation,abstract,https://arxiv.org/abs/1506.02438,,,
596,,,,,"David Balduzzi, Muhammad Ghifary",Compatible Value Gradients for Reinforcement Learning of Continuous Deep Policies,abstract,https://arxiv.org/abs/1509.03005,,,
597,,,,,"Matthew Hausknecht, Peter Stone",Deep Reinforcement Learning in Parameterized Action Space,abstract,https://arxiv.org/abs/1511.04143,,,
598,,,,,"Bradly C. Stadie, Sergey Levine, Pieter Abbeel",Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models,abstract,https://arxiv.org/abs/1507.00814,,,
599,,,,,"Junhyuk Oh, Xiaoxiao Guo, Honglak Lee, Richard Lewis, Satinder Singh",Action-Conditional Video Prediction using Deep Networks in Atari Games,abstract,https://arxiv.org/abs/1507.08750,,,
600,,,,,"John-Alexander M. Assael, Niklas Wahlström, Thomas B. Schön, Marc Peter Deisenroth",Data-Efficient Learning of Feedback Policies from Image Pixels using Deep Dynamical Models,abstract,https://arxiv.org/abs/1510.02173,,,
601,,,,,"Nicolas Heess, Greg Wayne, David Silver, Timothy Lillicrap, Yuval Tassa, Tom Erez",Learning Continuous Control Policies by Stochastic Value Gradients,abstract,https://arxiv.org/abs/1510.09142,,,
602,,,,,Juergen Schmidhuber,On Learning to Think: Algorithmic Information Theory for Novel Combinations of Reinforcement Learning Controllers and Recurrent Neural World Models,abstract,https://arxiv.org/abs/1511.09249,,,
603,,,,,"Katerina Fragkiadaki, Pulkit Agrawal, Sergey Levine, Jitendra Malik",Learning Visual Predictive Models of Physics for Playing Billiards,abstract,https://arxiv.org/abs/1511.07404,,,
604,,,,,"Juan C. Caicedo, Svetlana Lazebnik",Active Object Localization with Deep Reinforcement Learning,abstract,https://arxiv.org/abs/1511.06015,,,
605,,,,,Hongyu Guo,Generating Text with Deep Reinforcement Learning,abstract,https://arxiv.org/abs/1510.09202,,,
606,,,,,Samantha Hansen,Using Deep Q-Learning to Control Optimization Hyperparameters,abstract,https://arxiv.org/abs/1602.04062,,,
607,,,,,"Shakir Mohamed, Danilo Jimenez Rezende",Variational Information Maximisation for Intrinsically Motivated Reinforcement Learning,abstract,https://arxiv.org/abs/1509.08731,,,
608,,,,,"Yitao Liang, Marlos C. Machado, Erik Talvitie, Michael Bowling",State of the Art Control of Atari Games Using Shallow Reinforcement Learning,abstract,https://arxiv.org/abs/1512.01563,,,
609,,,,,"Charles Blundell, Benigno Uria, Alexander Pritzel, Yazhe Li, Avraham Ruderman, Joel Z Leibo, Jack Rae, Daan Wierstra, Demis Hassabis",Model-Free Episodic Control,abstract,https://arxiv.org/abs/1606.04460,,,
610,,,,,"Benjamin Eysenbach, Abhishek Gupta, Julian Ibarz, Sergey Levine",Diversity is All You Need: Learning Skills without a Reward Function,abstract,https://arxiv.org/abs/1802.06070,,,
611,,,,,"Matt Gardner, Joel Grus, Mark Neumann, Oyvind Tafjord, Pradeep Dasigi, Nelson Liu, Matthew Peters, Michael Schmitz, Luke Zettlemoyer",AllenNLP: A Deep Semantic Natural Language Processing Platform,abstract,https://arxiv.org/abs/1803.07640v2,,,
612,,,,,"Han Xiao, Kashif Rasul, Roland Vollgraf",Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms,abstract,https://arxiv.org/abs/1708.07747v2,,,
613,,,,,"Alekh Agarwal, Daniel Hsu, Satyen Kale, John Langford, Lihong Li, Robert E. Schapire",Taming the Monster: A Fast and Simple Algorithm for Contextual Bandits,abstract,https://arxiv.org/abs/1402.0555v2,,,
614,,,,,"Christopher Manning, Mihai Surdeanu, John Bauer, Jenny Finkel, Steven Bethard, David McClosky",The Stanford CoreNLP Natural Language Processing Toolkit,abstract,https://www.aclweb.org/anthology/P14-5010/,,,
615,,,,,"Marco Tulio Ribeiro, Sameer Singh, Carlos Guestrin","""Why Should I Trust You?"": Explaining the Predictions of Any Classifier",abstract,https://arxiv.org/abs/1602.04938v3,,,
616,,,,,"Rémy Portelas, Cédric Colas, Katja Hofmann, Pierre-Yves Oudeyer",Teacher algorithms for curriculum learning of Deep RL in continuously parameterized environments,abstract,https://arxiv.org/abs/1910.07224v1,,,
617,,,,,Petros Christodoulou,Soft Actor-Critic for Discrete Action Settings,abstract,https://arxiv.org/abs/1910.07207v1,,,
618,,,,,"Jonas Jäger, Gereon Reus, Joachim Denzler, Viviane Wolff, Klaus Fricke-Neuderth",LOST: A flexible framework for semi-automatic image annotation,abstract,https://arxiv.org/abs/1910.07486v1,,,
619,,,,,"Florian Lemarchand, Cyril Marlin, Florent Montreuil, Erwan Nogues, Maxime Pelcat",Electro-Magnetic Side-Channel Attack Through Learned Denoising and Classification,abstract,https://arxiv.org/abs/1910.07201v1,,,
620,,,,,"Patrick Lewis, Barlas Oğuz, Ruty Rinott, Sebastian Riedel, Holger Schwenk",MLQA: Evaluating Cross-lingual Extractive Question Answering,abstract,https://arxiv.org/abs/1910.07475v1,,,
621,,,,,"Biao Zhang, Rico Sennrich",Root Mean Square Layer Normalization,abstract,https://arxiv.org/abs/1910.07467v1,,,
622,,,,,"Chaitanya K. Joshi, Thomas Laurent, Xavier Bresson",On Learning Paradigms for the Travelling Salesman Problem,abstract,https://arxiv.org/abs/1910.07210v1,,,
623,,,,,"Alexia Jolicoeur-Martineau, Ioannis Mitliagkas","Connections between Support Vector Machines, Wasserstein distance and gradient-penalty GANs",abstract,https://arxiv.org/abs/1910.06922v1,,,
624,,,,,"Benjamin Lengerich, Bryon Aragam, Eric P. Xing",Learning Sample-Specific Models with Low-Rank Personalized Regression,abstract,https://arxiv.org/abs/1910.06939v1,,,
625,,,,,"Guohao Li, Matthias Müller, Guocheng Qian, Itzel C. Delgadillo, Abdulellah Abualshour, Ali Thabet, Bernard Ghanem",DeepGCNs: Making GCNs Go as Deep as CNNs,abstract,https://arxiv.org/abs/1910.06849v1,,,
626,,,,,"Peng Qi, Xiaowen Lin, Leo Mehr, Zijian Wang, Christopher D. Manning",Answering Complex Open-domain Questions Through Iterative Query Generation,abstract,https://arxiv.org/abs/1910.07000v1,,,
627,,,,,"Xuewei Ma, Geng Qin, Zhiyang Qiu, Mingxin Zheng, Zhe Wang",RiWalk: Fast Structural Node Embedding via Role Identification,abstract,https://arxiv.org/abs/1910.06541v1,,,
628,,,,,"Frederik Harder, Jonas Köhler, Max Welling, Mijung Park",DP-MAC: The Differentially Private Method of Auxiliary Coordinates for Deep Learning,abstract,https://arxiv.org/abs/1910.06924v1,,,
629,,,,,"Håvard Kvamme, Ørnulf Borgan",Continuous and Discrete-Time Survival Prediction with Neural Networks,abstract,https://arxiv.org/abs/1910.06724v1,,,
630,,,,,"Xihui Liu, Guojun Yin, Jing Shao, Xiaogang Wang, Hongsheng Li",Learning to Predict Layout-to-image Conditional Convolutions for Semantic Image Synthesis,abstract,https://arxiv.org/abs/1910.06809v2,,,
631,,,,,"Duygu Ataman, Orhan Firat, Mattia A. Di Gangi, Marcello Federico, Alexandra Birch",On the Importance of Word Boundaries in Character-level Neural Machine Translation,abstract,https://arxiv.org/abs/1910.06753,,,
632,,,,,"Pieter Gijsbers, Joaquin Vanschoren, Randal S. Olson",Layered TPOT: Speeding up Tree-based Pipeline Optimization,abstract,https://arxiv.org/abs/1801.06007v2,,,
633,,,,,"Randal S. Olson, Nathan Bartley, Ryan J. Urbanowicz, Jason H. Moore",Evaluation of a Tree-based Pipeline Optimization Tool for Automating Data Science,abstract,https://arxiv.org/abs/1603.06212v1,,,
634,,,,,"Randal S. Olson, Ryan J. Urbanowicz, Peter C. Andrews, Nicole A. Lavender, La Creis Kidd, Jason H. Moore",Automating biomedical data science through tree-based pipeline optimization,abstract,https://arxiv.org/abs/1601.07925v1,,,
635,,,,,"Haifeng Jin, Qingquan Song, Xia Hu",Auto-Keras: An Efficient Neural Architecture Search System,abstract,https://arxiv.org/abs/1806.10282v3,,,
636,,,,,"Charles Beattie, Joel Z. Leibo, Denis Teplyashin, Tom Ward, Marcus Wainwright, Heinrich Küttler, Andrew Lefrancq, Simon Green, Víctor Valdés, Amir Sadik, Julian Schrittwieser, Keith Anderson, Sarah York, Max Cant, Adam Cain, Adrian Bolton, Stephen Gaffney, Helen King, Demis Hassabis, Shane Legg, Stig Petersen",DeepMind Lab,abstract,https://arxiv.org/abs/1612.03801v2,,,
637,,,,,"Shen Li, Zhe Zhao, Renfen Hu, Wensi Li, Tao Liu, Xiaoyong Du",Analogical Reasoning on Chinese Morphological and Semantic Relations,abstract,https://arxiv.org/abs/1805.06504v1,,,
638,,,,,"Ishaan Gulrajani, Faruk Ahmed, Martin Arjovsky, Vincent Dumoulin, Aaron Courville",Improved Training of Wasserstein GANs,abstract,https://arxiv.org/abs/1704.00028v3,,,
639,,,,,Augustus Odena,Semi-Supervised Learning with Generative Adversarial Networks,abstract,https://arxiv.org/abs/1606.01583v2,,,
640,,,,,"Konstantinos Bousmalis, Nathan Silberman, David Dohan, Dumitru Erhan, Dilip Krishnan",Unsupervised Pixel-Level Domain Adaptation with Generative Adversarial Networks,abstract,https://arxiv.org/abs/1612.05424v2,,,
641,,,,,"Zili Yi, Hao Zhang, Ping Tan, Minglun Gong",DualGAN: Unsupervised Dual Learning for Image-to-Image Translation,abstract,https://arxiv.org/abs/1704.02510v4,,,
642,,,,,"Konstantin Sofiiuk, Olga Barinova, Anton Konushin",AdaptIS: Adaptive Instance Selection Network,abstract,https://arxiv.org/abs/1909.07829v1,,,
643,,,,,"Antoni Rosinol, Marcus Abate, Yun Chang, Luca Carlone",Kimera: an Open-Source Library for Real-Time Metric-Semantic Localization and Mapping,abstract,https://arxiv.org/abs/1910.02490v1,,,
644,,,,,"Guillaume Lample, Alexis Conneau",Cross-lingual Language Model Pretraining,abstract,https://arxiv.org/abs/1901.07291v1,,,
645,,,,,"Guohao Li, Matthias Müller, Ali Thabet, Bernard Ghanem",DeepGCNs: Can GCNs Go as Deep as CNNs?,abstract,https://arxiv.org/abs/1904.03751v2,,,
646,,,,,Diganta Misra,Mish: A Self Regularized Non-Monotonic Neural Activation Function,abstract,https://arxiv.org/abs/1908.08681v2,,,
647,,,,,"Florian Schäfer, Hongkai Zheng, Anima Anandkumar",Implicit competitive regularization in GANs,abstract,https://arxiv.org/abs/1910.05852v1,,,
648,,,,,"Lasse Espeholt, Hubert Soyer, Remi Munos, Karen Simonyan, Volodymir Mnih, Tom Ward, Yotam Doron, Vlad Firoiu, Tim Harley, Iain Dunning, Shane Legg, Koray Kavukcuoglu",IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,abstract,https://arxiv.org/abs/1802.01561v3,,,
649,,,,,"Li Dong, Nan Yang, Wenhui Wang, Furu Wei, Xiaodong Liu, Yu Wang, Jianfeng Gao, Ming Zhou, Hsiao-Wuen Hon",Unified Language Model Pre-training for Natural Language Understanding and Generation,abstract,https://arxiv.org/abs/1905.03197v3,,,
650,,,,,"Simyung Chang, SeongUk Park, John Yang, Nojun Kwak",Sym-parameterized Dynamic Inference for Mixed-Domain Image Translation,abstract,https://arxiv.org/abs/1811.12362,,,
651,,,,,"Hossein Talebi, Peyman Milanfar",NIMA: Neural Image Assessment,abstract,https://arxiv.org/abs/1709.05424v2,,,
652,,,,,"Yang Liu, Mirella Lapata",Text Summarization with Pretrained Encoders,abstract,https://arxiv.org/abs/1908.08345v2,,,
653,,,,,"Qilong Wang, Banggu Wu, Pengfei Zhu, Peihua Li, Wangmeng Zuo, Qinghua Hu",ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks,abstract,https://arxiv.org/abs/1910.03151v1,,,
654,,,,,"Edgar Riba, Dmytro Mishkin, Daniel Ponsa, Ethan Rublee, Gary Bradski",Kornia: an Open Source Differentiable Computer Vision Library for PyTorch,abstract,https://arxiv.org/abs/1910.02190v2,,,
655,,,,,"Zhonghui You, Kun Yan, Jinmian Ye, Meng Ma, Ping Wang",Gate Decorator: Global Filter Pruning Method for Accelerating Deep Convolutional Neural Networks,abstract,https://arxiv.org/abs/1909.08174v1,,,
656,,,,,"Xuanyi Dong, Yi Yang",One-Shot Neural Architecture Search via Self-Evaluated Template Network,abstract,https://arxiv.org/abs/1910.05733v1,,,
657,,,,,"Xuanyi Dong, Yi Yang",Searching for A Robust Neural Architecture in Four GPU Hours,abstract,https://arxiv.org/abs/1910.04465v2,,,
658,,,,,"Xuanyi Dong, Yi Yang",Network Pruning via Transformable Architecture Search,abstract,https://arxiv.org/abs/1905.09717v5,,,
659,,,,,"Enze Xie, Peize Sun, Xiaoge Song, Wenhai Wang, Xuebo Liu, Ding Liang, Chunhua Shen, Ping Luo",PolarMask: Single Shot Instance Segmentation with Polar Representation,abstract,https://arxiv.org/abs/1909.13226v2,,,
660,,,,,"Chris Ying, Aaron Klein, Esteban Real, Eric Christiansen, Kevin Murphy, Frank Hutter",NAS-Bench-101: Towards Reproducible Neural Architecture Search,abstract,https://arxiv.org/abs/1902.09635v2,,,
661,,,,,"Yonghao He, Dezhong Xu, Lifang Wu, Meng Jian, Shiming Xiang, Chunhong Pan",LFFD: A Light and Fast Face Detector for Edge Devices,abstract,https://arxiv.org/abs/1904.10633v3,,,
662,,,,,"Xizhou Zhu, Han Hu, Stephen Lin, Jifeng Dai","Deformable ConvNets v2: More Deformable, Better Results",abstract,https://arxiv.org/abs/1811.11168v2,,,
663,,,,,"Zhaojin Huang, Lichao Huang, Yongchao Gong, Chang Huang, Xinggang Wang",Mask Scoring R-CNN,abstract,https://arxiv.org/abs/1903.00241v1,,,
664,,,,,"Xizhou Zhu, Dazhi Cheng, Zheng Zhang, Stephen Lin, Jifeng Dai",An Empirical Study of Spatial Attention Mechanisms in Deep Networks,abstract,https://arxiv.org/abs/1904.05873v1,,,
665,,,,,"Zhaowei Cai, Nuno Vasconcelos",Cascade R-CNN: Delving into High Quality Object Detection,abstract,https://arxiv.org/abs/1712.00726v1,,,
666,,,,,"Yue Cao, Jiarui Xu, Stephen Lin, Fangyun Wei, Han Hu",GCNet: Non-local Networks Meet Squeeze-Excitation Networks and Beyond,abstract,https://arxiv.org/abs/1904.11492v1,,,
667,,,,,"Buyu Li, Yu Liu, Xiaogang Wang",Gradient Harmonized Single-stage Detector,abstract,https://arxiv.org/abs/1811.05181v1,,,
668,,,,,"Xin Lu, Buyu Li, Yuxin Yue, Quanquan Li, Junjie Yan",Grid R-CNN Plus: Faster and Better,abstract,https://arxiv.org/abs/1906.05688v1,,,
669,,,,,"Xin Lu, Buyu Li, Yuxin Yue, Quanquan Li, Junjie Yan",Grid R-CNN,abstract,https://arxiv.org/abs/1811.12030v1,,,
670,,,,,"Jiangmiao Pang, Kai Chen, Jianping Shi, Huajun Feng, Wanli Ouyang, Dahua Lin",Libra R-CNN: Towards Balanced Learning for Object Detection,abstract,https://arxiv.org/abs/1904.02701v1,,,
671,,,,,"Jiaqi Wang, Kai Chen, Shuo Yang, Chen Change Loy, Dahua Lin",Region Proposal by Guided Anchoring,abstract,https://arxiv.org/abs/1901.03278v2,,,
672,,,,,"Scott Reed, Zeynep Akata, Xinchen Yan, Lajanugen Logeswaran, Bernt Schiele, Honglak Lee",Generative Adversarial Text to Image Synthesis,abstract,https://arxiv.org/abs/1605.05396v2,,,
673,,,,,"Di Jin, Zhijing Jin, Joey Tianyi Zhou, Peter Szolovits",Is BERT Really Robust? A Strong Baseline for Natural Language Attack on Text Classification and Entailment,abstract,https://arxiv.org/abs/1907.11932v2,,,
674,,,,,"Ji Gao, Jack Lanchantin, Mary Lou Soffa, Yanjun Qi",Black-box Generation of Adversarial Text Sequences to Evade Deep Learning Classifiers,abstract,https://arxiv.org/abs/1801.04354v5,,,
675,,,,,"Jinfeng Li, Shouling Ji, Tianyu Du, Bo Li, Ting Wang",TextBugger: Generating Adversarial Text Against Real-world Applications,abstract,https://arxiv.org/abs/1812.05271v1,,,
676,,,,,Catherine Wong,DANCin SEQ2SEQ: Fooling Text Classifiers with Adversarial Text Example Generation,abstract,https://arxiv.org/abs/1712.05419v1,,,
677,,,,,"Nicolas Papernot, Fartash Faghri, Nicholas Carlini, Ian Goodfellow, Reuben Feinman, Alexey Kurakin, Cihang Xie, Yash Sharma, Tom Brown, Aurko Roy, Alexander Matyasko, Vahid Behzadan, Karen Hambardzumyan, Zhishuai Zhang, Yi-Lin Juang, Zhi Li, Ryan Sheatsley, Abhibhav Garg, Jonathan Uesato, Willi Gierke, Yinpeng Dong, David Berthelot, Paul Hendricks, Jonas Rauber, Rujun Long, Patrick McDaniel",Technical Report on the CleverHans v2.1.0 Adversarial Examples Library,abstract,https://arxiv.org/abs/1610.00768v6,,,
678,,,,,"Nicolas Papernot, Patrick McDaniel, Somesh Jha, Matt Fredrikson, Z. Berkay Celik, Ananthram Swami",The Limitations of Deep Learning in Adversarial Settings,abstract,https://arxiv.org/abs/1511.07528v1,,,
679,,,,,"Cihang Xie, Yuxin Wu, Laurens van der Maaten, Alan Yuille, Kaiming He",Feature Denoising for Improving Adversarial Robustness,abstract,https://arxiv.org/abs/1812.03411v2,,,
680,,,,,"Chuan Guo, Mayank Rana, Moustapha Cisse, Laurens van der Maaten",Countering Adversarial Images using Input Transformations,abstract,https://arxiv.org/abs/1711.00117v3,,,
681,,,,,"Gavin Weiguang Ding, Luyu Wang, Xiaomeng Jin",advertorch v0.1: An Adversarial Robustness Toolbox based on PyTorch,abstract,https://arxiv.org/abs/1902.07623v1,,,
682,,,,,"Aleksander Madry, Aleksandar Makelov, Ludwig Schmidt, Dimitris Tsipras, Adrian Vladu",Towards Deep Learning Models Resistant to Adversarial Attacks,abstract,https://arxiv.org/abs/1706.06083v4,,,
683,,,,,"Dan Hendrycks, Thomas Dietterich",Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,abstract,https://arxiv.org/abs/1903.12261v1,,,
684,,,,,"Nicholas Carlini, Anish Athalye, Nicolas Papernot, Wieland Brendel, Jonas Rauber, Dimitris Tsipras, Ian Goodfellow, Aleksander Madry, Alexey Kurakin",On Evaluating Adversarial Robustness,abstract,https://arxiv.org/abs/1902.06705v2,,,
685,,,,,"Matthew Mirman, Gagandeep Singh, Martin Vechev",A Provable Defense for Deep Residual Networks,abstract,https://arxiv.org/abs/1903.12519v1,,,
686,,,,,"Fangzhou Liao, Ming Liang, Yinpeng Dong, Tianyu Pang, Xiaolin Hu, Jun Zhu",Defense against Adversarial Attacks Using High-Level Representation Guided Denoiser,abstract,https://arxiv.org/abs/1712.02976v2,,,
687,,,,,"Xilai Li, Xi Song, Tianfu Wu",AOGNets: Compositional Grammatical Architectures for Deep Learning,abstract,https://arxiv.org/abs/1711.05847v3,,,
688,,,,,"Hadi Salman, Greg Yang, Jerry Li, Pengchuan Zhang, Huan Zhang, Ilya Razenshteyn, Sebastien Bubeck",Provably Robust Deep Learning via Adversarially Trained Smoothed Classifiers,abstract,https://arxiv.org/abs/1906.04584v3,,,
689,,,,,"Hongyang Zhang, Yaodong Yu, Jiantao Jiao, Eric P. Xing, Laurent El Ghaoui, Michael I. Jordan",Theoretically Principled Trade-off between Robustness and Accuracy,abstract,https://arxiv.org/abs/1901.08573v3,,,
690,,,,,"Dinghuai Zhang, Tianyuan Zhang, Yiping Lu, Zhanxing Zhu, Bin Dong",You Only Propagate Once: Accelerating Adversarial Training via Maximal Principle,abstract,https://arxiv.org/abs/1905.00877v5,,,
691,,,,,"Ali Shafahi, Mahyar Najibi, Amin Ghiasi, Zheng Xu, John Dickerson, Christoph Studer, Larry S. Davis, Gavin Taylor, Tom Goldstein",Adversarial Training for Free!,abstract,https://arxiv.org/abs/1904.12843v1,,,
692,,,,,"Jerome Rony, Luiz G. Hafemann, Luiz S. Oliveira, Ismail Ben Ayed, Robert Sabourin, Eric Granger",Decoupling Direction and Norm for Efficient Gradient-Based L2 Adversarial Attacks and Defenses,abstract,https://paperswithcode.com/paper/decoupling-direction-and-norm-for-efficient-1,,,
693,,,,,"Andrew P. Norton, Yanjun Qi",Adversarial-Playground: A Visualization Suite Showing How Adversarial Examples Fool Deep Learning,abstract,https://arxiv.org/abs/1708.00807v1,,,
694,,,,,"Jeremy M Cohen, Elan Rosenfeld, J. Zico Kolter",Certified Adversarial Robustness via Randomized Smoothing,abstract,https://arxiv.org/abs/1902.02918v2,,,
695,,,,,"Dan Hendrycks, Thomas G. Dietterich",Benchmarking Neural Network Robustness to Common Corruptions and Surface Variations,abstract,https://arxiv.org/abs/1807.01697v5,,,
696,,,,,"Pin-Yu Chen, Huan Zhang, Yash Sharma, Jinfeng Yi, Cho-Jui Hsieh",ZOO: Zeroth Order Optimization based Black-box Attacks to Deep Neural Networks without Training Substitute Models,abstract,https://arxiv.org/abs/1708.03999v2,,,
697,,,,,"Cihang Xie, Jianyu Wang, Zhishuai Zhang, Zhou Ren, Alan Yuille",Mitigating Adversarial Effects Through Randomization,abstract,https://arxiv.org/abs/1711.01991v3,,,
698,,,,,"Aditi Raghunathan, Jacob Steinhardt, Percy Liang",Certified Defenses against Adversarial Examples,abstract,https://arxiv.org/abs/1801.09344v1,,,
699,,,,,"Xingjun Ma, Bo Li, Yisen Wang, Sarah M. Erfani, Sudanthi Wijewickrema, Grant Schoenebeck, Dawn Song, Michael E. Houle, James Bailey",Characterizing Adversarial Subspaces Using Local Intrinsic Dimensionality,abstract,https://arxiv.org/abs/1801.02613v3,,,
700,,,,,"Eric Wong, Frank R. Schmidt, J. Zico Kolter",Wasserstein Adversarial Examples via Projected Sinkhorn Iterations,abstract,https://arxiv.org/abs/1902.07906v1,,,
701,,,,,"Daniel Kang, Yi Sun, Dan Hendrycks, Tom Brown, Jacob Steinhardt",Testing Robustness Against Unforeseen Adversaries,abstract,https://arxiv.org/abs/1908.08016v1,,,
702,,,,,"Aamir Mustafa, Salman H. Khan, Munawar Hayat, Jianbing Shen, Ling Shao",Image Super-Resolution as a Defense Against Adversarial Attacks,abstract,https://arxiv.org/abs/1901.01677v2,,,
703,,,,,"Xiaowei Huang, Marta Kwiatkowska, Sen Wang, Min Wu",Safety Verification of Deep Neural Networks,abstract,https://arxiv.org/abs/1610.06940v3,,,
704,,,,,"Yanpei Liu, Xinyun Chen, Chang Liu, Dawn Song",Delving into Transferable Adversarial Examples and Black-box Attacks,abstract,https://arxiv.org/abs/1611.02770v3,,,
705,,,,,"Hao-Yun Chen, Jhao-Hong Liang, Shih-Chieh Chang, Jia-Yu Pan, Yu-Ting Chen, Wei Wei, Da-Cheng Juan",Improving Adversarial Robustness via Guided Complement Entropy,abstract,https://arxiv.org/abs/1903.09799v3,,,
